,params,mle,N,p_transition,offset,kappa
9420,4.4_15.5_1.1_2.5_10.0,-13689.631884615384,4.4,1.1,15.5,2.5
9421,3.0_14.5_1.3_2.5_10.0,-13759.792692307692,3.0,1.3,14.5,2.5
9422,4.6_15.5_0.9_2.5_10.0,-13679.055673076924,4.6,0.9,15.5,2.5
9423,4.2_9.5_0.9_2.0_10.0,-13745.716076923078,4.2,0.9,9.5,2.0
9424,3.0_9.5_0.7_2.6_10.0,-13673.276596153846,3.0,0.7,9.5,2.6
9425,3.8_12.0_1.0_1.8_10.0,-13667.659230769232,3.8,1.0,12.0,1.8
9426,4.4_17.5_1.2_2.8_10.0,-13737.558788461536,4.4,1.2,17.5,2.8
9427,3.2_11.5_0.5_2.1_10.0,-13691.251711538462,3.2,0.5,11.5,2.1
9428,3.2_16.5_0.8_2.8_10.0,-13771.511115384617,3.2,0.8,16.5,2.8
9429,3.0_15.0_1.4_2.3_10.0,-13779.02375,3.0,1.4,15.0,2.3
9430,4.6_10.5_0.7_2.1_10.0,-13753.552249999999,4.6,0.7,10.5,2.1
9431,3.0_16.5_1.0_2.8_10.0,-13789.00248076923,3.0,1.0,16.5,2.8
9432,3.8_16.0_1.1_2.3_10.0,-13718.853865384615,3.8,1.1,16.0,2.3
9433,3.4_9.0_1.0_2.2_10.0,-13682.106057692308,3.4,1.0,9.0,2.2
9434,4.8_12.0_0.6_2.4_10.0,-13729.640288461542,4.8,0.6,12.0,2.4
9435,3.6_14.5_1.0_2.6_10.0,-13699.057788461538,3.6,1.0,14.5,2.6
9436,4.2_15.5_1.2_2.6_10.0,-13707.769961538463,4.2,1.2,15.5,2.6
9437,3.4_14.5_0.8_2.6_10.0,-13702.362076923077,3.4,0.8,14.5,2.6
9438,3.8_13.5_1.1_2.3_10.0,-13682.693634615383,3.8,1.1,13.5,2.3
9439,3.0_10.5_1.4_2.3_10.0,-13699.901673076924,3.0,1.4,10.5,2.3
9440,3.0_13.0_1.0_2.8_10.0,-13703.450115384614,3.0,1.0,13.0,2.8
9441,4.6_15.0_0.7_2.1_10.0,-13676.863365384615,4.6,0.7,15.0,2.1
9442,3.0_9.0_0.9_2.2_10.0,-13670.746423076924,3.0,0.9,9.0,2.2
9443,4.2_9.0_0.7_2.4_10.0,-13769.298442307692,4.2,0.7,9.0,2.4
9444,3.2_14.0_0.5_2.1_10.0,-13720.114788461537,3.2,0.5,14.0,2.1
9445,4.4_12.0_1.2_2.8_10.0,-13679.628942307692,4.4,1.2,12.0,2.8
9446,3.2_13.0_0.8_2.8_10.0,-13687.989807692307,3.2,0.8,13.0,2.8
9447,4.2_10.0_1.2_2.6_10.0,-13715.64326923077,4.2,1.2,10.0,2.6
9448,3.4_11.0_0.8_2.6_10.0,-13668.997000000003,3.4,0.8,11.0,2.6
9449,3.6_11.0_1.0_2.6_10.0,-13667.839884615385,3.6,1.0,11.0,2.6
9450,4.8_17.5_0.6_2.4_10.0,-13696.767307692307,4.8,0.6,17.5,2.4
9451,3.8_9.5_1.1_2.2_10.0,-13694.789980769232,3.8,1.1,9.5,2.2
9452,4.4_15.0_1.0_2.6_10.0,-13682.512365384617,4.4,1.0,15.0,2.6
9453,4.6_15.0_0.8_2.6_10.0,-13674.466538461538,4.6,0.8,15.0,2.6
9454,4.2_9.0_0.8_2.3_10.0,-13763.731980769233,4.2,0.8,9.0,2.3
9455,3.0_9.0_0.6_2.5_10.0,-13682.611692307692,3.0,0.6,9.0,2.5
9456,3.0_14.0_1.2_2.6_10.0,-13738.21201923077,3.0,1.2,14.0,2.6
9457,4.0_17.0_0.8_2.8_10.0,-13726.573153846157,4.0,0.8,17.0,2.8
9458,4.0_10.0_0.5_2.1_10.0,-13732.06109615385,4.0,0.5,10.0,2.1
9459,3.6_16.0_1.2_2.8_10.0,-13754.22123076923,3.6,1.2,16.0,2.8
9460,4.2_17.0_1.0_2.8_10.0,-13720.069942307691,4.2,1.0,17.0,2.8
9461,3.4_11.0_0.7_2.1_10.0,-13672.93151923077,3.4,0.7,11.0,2.1
9462,4.4_9.5_0.7_1.6_10.0,-13772.600576923076,4.4,0.7,9.5,1.6
9463,4.2_14.5_1.4_2.3_10.0,-13709.645096153845,4.2,1.4,14.5,2.3
9464,4.8_17.5_0.9_2.3_10.0,-13689.836153846154,4.8,0.9,17.5,2.3
9465,4.6_10.5_0.8_2.6_10.0,-13745.086634615387,4.6,0.8,10.5,2.6
9466,3.0_11.5_1.2_2.6_10.0,-13695.03873076923,3.0,1.2,11.5,2.6
9467,4.4_10.5_1.0_2.6_10.0,-13723.856307692306,4.4,1.0,10.5,2.6
9468,4.8_9.0_0.6_1.6_10.0,-13868.356807692307,4.8,0.6,9.0,1.6
9469,4.6_9.0_1.1_2.3_10.0,-13801.762865384615,4.6,1.1,9.0,2.3
9470,4.8_12.0_0.9_2.3_10.0,-13711.190807692308,4.8,0.9,12.0,2.3
9471,3.4_14.5_0.7_2.1_10.0,-13703.18525,3.4,0.7,14.5,2.1
9472,4.2_12.5_1.0_2.8_10.0,-13668.809730769231,4.2,1.0,12.5,2.8
9473,4.2_11.0_1.4_2.3_10.0,-13687.702615384616,4.2,1.4,11.0,2.3
9474,4.0_12.5_0.8_2.8_10.0,-13669.891057692306,4.0,0.8,12.5,2.8
9475,3.6_13.5_1.2_2.8_10.0,-13705.887480769232,3.6,1.2,13.5,2.8
9476,4.0_15.5_0.5_2.1_10.0,-13709.230615384617,4.0,0.5,15.5,2.1
9477,4.8_13.5_1.4_2.6_10.0,-13686.641192307694,4.8,1.4,13.5,2.6
9478,4.0_10.5_1.1_2.6_10.0,-13682.510615384614,4.0,1.1,10.5,2.6
9479,4.2_10.5_0.9_2.6_10.0,-13704.527307692306,4.2,0.9,10.5,2.6
9480,3.4_11.5_1.3_2.6_10.0,-13695.096846153845,3.4,1.3,11.5,2.6
9481,4.4_12.5_0.9_2.8_10.0,-13671.146692307695,4.4,0.9,12.5,2.8
9482,3.2_13.5_1.3_2.8_10.0,-13732.610403846154,3.2,1.3,13.5,2.8
9483,4.6_12.5_1.1_2.8_10.0,-13677.927596153846,4.6,1.1,12.5,2.8
9484,3.0_14.5_0.6_2.1_10.0,-13739.473134615384,3.0,0.6,14.5,2.1
9485,3.0_9.5_1.2_2.2_10.0,-13674.499192307694,3.0,1.2,9.5,2.2
9486,4.2_15.0_0.9_2.6_10.0,-13680.619634615381,4.2,0.9,15.0,2.6
9487,3.4_14.0_1.3_2.6_10.0,-13726.441769230769,3.4,1.3,14.0,2.6
9488,4.0_15.0_1.1_2.6_10.0,-13698.979403846153,4.0,1.1,15.0,2.6
9489,4.8_16.0_1.4_2.6_10.0,-13717.957788461537,4.8,1.4,16.0,2.6
9490,4.6_9.5_0.5_2.4_10.0,-13804.250961538464,4.6,0.5,9.5,2.4
9491,3.0_11.0_0.6_2.1_10.0,-13682.574019230773,3.0,0.6,11.0,2.1
9492,4.6_17.0_1.1_2.8_10.0,-13708.189596153843,4.6,1.1,17.0,2.8
9493,4.4_17.0_0.9_2.8_10.0,-13703.827019230766,4.4,0.9,17.0,2.8
9494,3.2_16.0_1.3_2.8_10.0,-13792.558153846156,3.2,1.3,16.0,2.8
9495,4.0_12.0_1.3_2.8_10.0,-13683.32453846154,4.0,1.3,12.0,2.8
9496,3.6_13.0_0.9_2.8_10.0,-13679.130000000001,3.6,0.9,13.0,2.8
9497,4.2_15.0_0.6_2.1_10.0,-13687.375846153845,4.2,0.6,15.0,2.1
9498,3.4_13.0_1.1_2.8_10.0,-13696.922057692309,3.4,1.1,13.0,2.8
9499,4.8_12.5_1.2_2.3_10.0,-13686.366788461539,4.8,1.2,12.5,2.3
9500,3.8_16.5_0.5_2.4_10.0,-13744.001384615383,3.8,0.5,16.5,2.4
9501,3.2_11.0_1.1_2.6_10.0,-13680.434269230771,3.2,1.1,11.0,2.6
9502,4.6_10.0_1.3_2.6_10.0,-13741.501653846157,4.6,1.3,10.0,2.6
9503,3.0_11.0_0.9_2.6_10.0,-13675.619576923074,3.0,0.9,11.0,2.6
9504,4.8_17.0_1.2_2.3_10.0,-13701.727942307693,4.8,1.2,17.0,2.3
9505,3.8_9.0_0.5_2.5_10.0,-13749.13798076923,3.8,0.5,9.0,2.5
9506,3.4_16.5_1.1_2.8_10.0,-13769.73948076923,3.4,1.1,16.5,2.8
9507,4.2_10.5_0.6_2.1_10.0,-13725.440192307693,4.2,0.6,10.5,2.1
9508,4.0_17.5_1.3_2.8_10.0,-13777.141326923072,4.0,1.3,17.5,2.8
9509,3.6_16.5_0.9_2.8_10.0,-13744.316730769231,3.6,0.9,16.5,2.8
9510,4.2_9.5_1.3_2.3_10.0,-13724.274769230773,4.2,1.3,9.5,2.3
9511,4.6_15.5_1.3_2.6_10.0,-13708.52432692308,4.6,1.3,15.5,2.6
9512,3.0_14.5_0.9_2.6_10.0,-13729.87576923077,3.0,0.9,14.5,2.6
9513,3.2_14.5_1.1_2.6_10.0,-13727.492846153847,3.2,1.1,14.5,2.6
9514,3.8_13.0_0.5_2.4_10.0,-13690.15146153846,3.8,0.5,13.0,2.4
9515,4.6_14.0_1.4_2.0_10.0,-13686.925923076922,4.6,1.4,14.0,2.0
9516,3.0_11.5_0.7_2.2_10.0,-13678.273403846155,3.0,0.7,11.5,2.2
9517,4.4_10.5_0.5_2.2_10.0,-13756.698269230768,4.4,0.5,10.5,2.2
9518,3.8_10.0_0.9_1.6_10.0,-13690.558923076924,3.8,0.9,10.0,1.6
9519,3.8_11.0_0.6_2.9_10.0,-13682.477192307695,3.8,0.6,11.0,2.9
9520,4.8_13.0_1.3_1.8_10.0,-13681.283115384616,4.8,1.3,13.0,1.8
9521,3.4_14.5_1.2_2.5_10.0,-13722.961903846153,3.4,1.2,14.5,2.5
9522,4.2_15.5_0.8_2.5_10.0,-13685.224038461536,4.2,0.8,15.5,2.5
9523,4.0_15.5_1.0_2.5_10.0,-13696.90451923077,4.0,1.0,15.5,2.5
9524,3.8_14.5_0.6_2.9_10.0,-13692.720692307692,3.8,0.6,14.5,2.9
9525,3.8_15.5_0.9_1.6_10.0,-13698.53028846154,3.8,0.9,15.5,1.6
9526,4.4_15.0_0.5_2.2_10.0,-13691.441730769231,4.4,0.5,15.0,2.2
9527,4.4_13.0_0.7_1.4_10.0,-13682.460576923077,4.4,0.7,13.0,1.4
9528,3.0_9.0_1.3_2.1_10.0,-13679.183307692309,3.0,1.3,9.0,2.1
9529,4.6_11.5_1.4_2.0_10.0,-13701.624634615382,4.6,1.4,11.5,2.0
9530,3.0_14.0_0.7_2.2_10.0,-13717.004250000002,3.0,0.7,14.0,2.2
9531,4.0_10.0_1.0_2.5_10.0,-13698.80098076923,4.0,1.0,10.0,2.5
9532,3.4_11.0_1.2_2.5_10.0,-13679.434961538464,3.4,1.2,11.0,2.5
9533,4.2_10.0_0.8_2.5_10.0,-13731.711807692309,4.2,0.8,10.0,2.5
9534,3.0_14.0_0.8_2.5_10.0,-13714.577480769232,3.0,0.8,14.0,2.5
9535,4.2_9.0_1.2_2.0_10.0,-13743.654211538462,4.2,1.2,9.0,2.0
9536,4.6_15.0_1.2_2.5_10.0,-13689.433307692309,4.6,1.2,15.0,2.5
9537,3.2_14.0_1.0_2.5_10.0,-13706.103480769232,3.2,1.0,14.0,2.5
9538,4.2_10.0_0.7_2.2_10.0,-13739.468134615383,4.2,0.7,10.0,2.2
9539,3.4_15.5_1.4_2.0_10.0,-13757.832057692305,3.4,1.4,15.5,2.0
9540,3.6_11.0_0.5_2.2_10.0,-13688.065115384614,3.6,0.5,11.0,2.2
9541,4.8_17.5_1.3_2.0_10.0,-13712.82625,4.8,1.3,17.5,2.0
9542,4.8_11.5_1.1_1.6_10.0,-13725.945576923077,4.8,1.1,11.5,1.6
9543,3.2_11.5_1.0_2.5_10.0,-13679.294403846156,3.2,1.0,11.5,2.5
9544,3.0_11.5_0.8_2.5_10.0,-13676.25076923077,3.0,0.8,11.5,2.5
9545,4.6_10.5_1.2_2.5_10.0,-13728.271538461537,4.6,1.2,10.5,2.5
9546,3.4_9.0_0.5_2.6_10.0,-13705.501788461539,3.4,0.5,9.0,2.6
9547,4.8_12.0_1.3_2.0_10.0,-13700.597653846151,4.8,1.3,12.0,2.0
9548,4.8_14.0_1.1_1.6_10.0,-13669.42975,4.8,1.1,14.0,1.6
9549,3.6_12.5_0.7_1.4_10.0,-13686.062826923076,3.6,0.7,12.5,1.4
9550,3.6_14.5_0.5_2.2_10.0,-13708.488153846156,3.6,0.5,14.5,2.2
9551,4.2_15.5_0.7_2.2_10.0,-13686.407519230768,4.2,0.7,15.5,2.2
9552,3.4_10.0_1.4_2.0_10.0,-13682.200615384614,3.4,1.4,10.0,2.0
9553,3.2_12.0_0.6_2.4_10.0,-13683.565269230769,3.2,0.6,12.0,2.4
9554,3.8_15.5_1.2_2.6_10.0,-13723.983884615385,3.8,1.2,15.5,2.6
9555,4.8_11.5_0.5_2.1_10.0,-13760.372711538463,4.8,0.5,11.5,2.1
9556,4.8_16.5_0.8_2.8_10.0,-13681.803019230769,4.8,0.8,16.5,2.8
9557,4.2_16.0_1.1_2.3_10.0,-13699.196057692308,4.2,1.1,16.0,2.3
9558,3.6_9.5_0.7_2.4_10.0,-13694.067346153843,3.6,0.7,9.5,2.4
9559,4.4_9.5_0.9_2.2_10.0,-13757.188865384618,4.4,0.9,9.5,2.2
9560,4.0_16.0_0.9_2.3_10.0,-13699.381942307691,4.0,0.9,16.0,2.3
9561,3.6_17.0_1.3_2.3_10.0,-13776.876346153847,3.6,1.3,17.0,2.3
9562,3.8_10.0_1.2_2.6_10.0,-13683.35244230769,3.8,1.2,10.0,2.6
9563,4.8_9.0_0.8_2.2_10.0,-13861.089557692305,4.8,0.8,9.0,2.2
9564,3.2_17.5_0.6_2.4_10.0,-13816.222634615388,3.2,0.6,17.5,2.4
9565,4.0_13.5_0.9_2.3_10.0,-13674.200942307692,4.0,0.9,13.5,2.3
9566,3.6_12.5_1.3_2.3_10.0,-13697.597096153844,3.6,1.3,12.5,2.3
9567,4.2_13.5_1.1_2.3_10.0,-13674.616346153847,4.2,1.1,13.5,2.3
9568,4.0_9.5_1.0_2.2_10.0,-13720.952403846155,4.0,1.0,9.5,2.2
9569,4.8_14.0_0.5_2.1_10.0,-13691.619865384615,4.8,0.5,14.0,2.1
9570,4.8_13.0_0.8_2.8_10.0,-13681.087769230771,4.8,0.8,13.0,2.8
9571,3.8_17.0_1.0_2.8_10.0,-13748.039923076925,3.8,1.0,17.0,2.8
9572,3.8_14.5_1.4_2.3_10.0,-13723.45426923077,3.8,1.4,14.5,2.3
9573,3.0_17.5_1.1_2.3_10.0,-13811.571096153846,3.0,1.1,17.5,2.3
9574,4.4_16.5_1.3_2.3_10.0,-13716.940826923073,4.4,1.3,16.5,2.3
9575,4.8_9.0_0.7_2.5_10.0,-13863.407038461537,4.8,0.7,9.0,2.5
9576,3.2_17.5_0.9_2.3_10.0,-13793.528807692306,3.2,0.9,17.5,2.3
9577,4.0_13.5_0.6_2.4_10.0,-13682.3885,4.0,0.6,13.5,2.4
9578,3.2_9.5_1.1_2.3_10.0,-13672.256615384611,3.2,1.1,9.5,2.3
9579,4.4_13.0_1.3_2.3_10.0,-13680.636846153844,4.4,1.3,13.0,2.3
9580,3.2_12.0_0.9_2.3_10.0,-13675.674923076922,3.2,0.9,12.0,2.3
9581,3.0_9.0_0.7_1.6_10.0,-13683.385211538463,3.0,0.7,9.0,1.6
9582,3.0_12.0_1.1_2.3_10.0,-13688.689076923078,3.0,1.1,12.0,2.3
9583,3.8_12.5_1.0_2.8_10.0,-13676.194076923079,3.8,1.0,12.5,2.8
9584,3.8_11.0_1.4_2.3_10.0,-13685.015557692306,3.8,1.4,11.0,2.3
9585,4.0_16.0_0.6_2.4_10.0,-13707.834307692307,4.0,0.6,16.0,2.4
9586,4.4_9.5_0.6_2.5_10.0,-13773.733019230767,4.4,0.6,9.5,2.5
9587,3.6_9.5_0.8_2.3_10.0,-13688.671865384615,3.6,0.8,9.5,2.3
9588,4.8_12.5_0.6_1.4_10.0,-13719.087807692307,4.8,0.6,12.5,1.4
9589,4.0_9.0_1.1_2.1_10.0,-13735.191250000002,4.0,1.1,9.0,2.1
9590,3.6_12.0_1.2_2.0_10.0,-13679.696884615383,3.6,1.2,12.0,2.0
9591,4.0_14.0_0.5_2.9_10.0,-13688.882442307695,4.0,0.5,14.0,2.9
9592,4.0_13.0_0.8_2.0_10.0,-13670.816153846155,4.0,0.8,13.0,2.0
9593,3.6_14.0_1.0_1.6_10.0,-13684.671634615383,3.6,1.0,14.0,1.6
9594,4.2_15.0_1.2_1.6_10.0,-13688.687211538463,4.2,1.2,15.0,1.6
9595,3.4_15.0_0.7_2.9_10.0,-13718.337923076922,3.4,0.7,15.0,2.9
9596,4.2_13.0_1.0_2.0_10.0,-13667.428480769233,4.2,1.0,13.0,2.0
9597,3.4_14.0_0.8_1.6_10.0,-13692.802826923078,3.4,0.8,14.0,1.6
9598,4.4_12.5_1.4_2.5_10.0,-13684.73982692308,4.4,1.4,12.5,2.5
9599,4.8_9.5_0.9_2.1_10.0,-13815.182596153845,4.8,0.9,9.5,2.1
9600,3.2_17.0_0.7_2.7_10.0,-13789.842538461538,3.2,0.7,17.0,2.7
9601,3.2_16.0_0.8_1.8_10.0,-13755.584115384616,3.2,0.8,16.0,1.8
9602,4.6_16.0_0.5_2.7_10.0,-13692.386788461536,4.6,0.5,16.0,2.7
9603,3.0_16.0_1.0_1.8_10.0,-13764.606673076923,3.0,1.0,16.0,1.8
9604,3.8_10.5_1.3_2.5_10.0,-13679.953807692309,3.8,1.3,10.5,2.5
9605,3.6_9.0_0.6_2.7_10.0,-13717.76575,3.6,0.6,9.0,2.7
9606,4.2_10.5_1.2_1.6_10.0,-13697.46225,4.2,1.2,10.5,1.6
9607,4.4_9.0_0.8_2.1_10.0,-13785.571576923077,4.4,0.8,9.0,2.1
9608,3.4_11.5_0.8_1.6_10.0,-13674.58157692308,3.4,0.8,11.5,1.6
9609,4.2_16.5_1.0_2.0_10.0,-13698.80357692308,4.2,1.0,16.5,2.0
9610,3.4_10.5_0.7_2.9_10.0,-13673.205269230766,3.4,0.7,10.5,2.9
9611,4.0_11.5_0.5_2.9_10.0,-13691.330307692308,4.0,0.5,11.5,2.9
9612,3.6_17.5_1.2_2.0_10.0,-13773.269788461535,3.6,1.2,17.5,2.0
9613,3.6_11.5_1.0_1.6_10.0,-13669.492307692304,3.6,1.0,11.5,1.6
9614,4.0_16.5_0.8_2.0_10.0,-13708.246230769231,4.0,0.8,16.5,2.0
9615,3.8_15.0_1.3_2.5_10.0,-13724.240692307689,3.8,1.3,15.0,2.5
9616,4.6_13.5_0.5_2.7_10.0,-13686.535711538461,4.6,0.5,13.5,2.7
9617,4.2_9.5_0.7_1.4_10.0,-13762.923942307692,4.2,0.7,9.5,1.4
9618,3.0_13.5_1.0_1.8_10.0,-13699.765230769231,3.0,1.0,13.5,1.8
9619,4.4_12.5_1.2_1.8_10.0,-13671.952788461536,4.4,1.2,12.5,1.8
9620,4.4_17.0_1.4_2.5_10.0,-13743.358038461538,4.4,1.4,17.0,2.5
9621,3.2_13.5_0.8_1.8_10.0,-13691.783173076925,3.2,0.8,13.5,1.8
9622,3.2_12.5_0.7_2.7_10.0,-13683.47240384615,3.2,0.7,12.5,2.7
9623,4.0_16.5_0.7_2.7_10.0,-13714.200249999996,4.0,0.7,16.5,2.7
9624,3.6_13.0_1.4_2.5_10.0,-13711.833480769234,3.6,1.4,13.0,2.5
9625,4.4_9.0_0.7_2.6_10.0,-13788.980711538463,4.4,0.7,9.0,2.6
9626,3.4_17.5_0.5_2.7_10.0,-13810.74921153846,3.4,0.5,17.5,2.7
9627,3.6_9.0_0.9_2.0_10.0,-13700.951653846154,3.6,0.9,9.0,2.0
9628,4.4_15.5_1.0_1.6_10.0,-13679.140384615383,4.4,1.0,15.5,1.6
9629,3.2_12.5_0.8_2.0_10.0,-13679.611711538462,3.2,0.8,12.5,2.0
9630,3.2_15.5_0.5_2.9_10.0,-13762.55515384615,3.2,0.5,15.5,2.9
9631,4.4_13.5_1.2_2.0_10.0,-13674.664769230767,4.4,1.2,13.5,2.0
9632,4.6_15.5_0.8_1.6_10.0,-13679.64494230769,4.6,0.8,15.5,1.6
9633,3.0_12.5_1.0_2.0_10.0,-13685.547346153848,3.0,1.0,12.5,2.0
9634,4.6_14.5_0.7_2.9_10.0,-13672.440576923076,4.6,0.7,14.5,2.9
9635,3.0_14.5_1.2_1.6_10.0,-13735.924038461535,3.0,1.2,14.5,1.6
9636,3.2_9.0_1.0_2.0_10.0,-13673.159211538463,3.2,1.0,9.0,2.0
9637,4.2_12.0_1.0_1.8_10.0,-13671.365923076923,4.2,1.0,12.0,1.8
9638,3.4_12.0_0.5_2.7_10.0,-13688.214057692307,3.4,0.5,12.0,2.7
9639,4.0_13.0_0.7_2.7_10.0,-13673.421,4.0,0.7,13.0,2.7
9640,4.0_12.0_0.8_1.8_10.0,-13670.104942307691,4.0,0.8,12.0,1.8
9641,3.6_16.5_1.4_2.5_10.0,-13782.682192307693,3.6,1.4,16.5,2.5
9642,3.6_13.0_1.2_1.8_10.0,-13684.554326923077,3.6,1.2,13.0,1.8
9643,4.6_11.0_0.7_2.9_10.0,-13741.299615384614,4.6,0.7,11.0,2.9
9644,3.0_17.0_1.0_2.0_10.0,-13792.430961538459,3.0,1.0,17.0,2.0
9645,4.6_10.0_0.8_1.6_10.0,-13770.339326923076,4.6,0.8,10.0,1.6
9646,3.0_11.0_1.2_1.6_10.0,-13683.276499999998,3.0,1.2,11.0,1.6
9647,4.8_9.5_0.6_2.6_10.0,-13829.133423076924,4.8,0.6,9.5,2.6
9648,3.2_17.0_0.8_2.0_10.0,-13782.553596153846,3.2,0.8,17.0,2.0
9649,4.4_10.0_1.0_1.6_10.0,-13738.308692307695,4.4,1.0,10.0,1.6
9650,4.4_16.0_1.2_2.0_10.0,-13697.335403846153,4.4,1.2,16.0,2.0
9651,3.2_10.0_0.5_2.9_10.0,-13684.34223076923,3.2,0.5,10.0,2.9
9652,3.8_9.5_1.4_2.3_10.0,-13696.07226923077,3.8,1.4,9.5,2.3
9653,4.0_14.5_0.6_2.5_10.0,-13686.249961538464,4.0,0.6,14.5,2.5
9654,3.0_10.5_1.1_2.2_10.0,-13676.656134615383,3.0,1.1,10.5,2.2
9655,3.2_10.5_0.9_2.2_10.0,-13667.114634615387,3.2,0.9,10.5,2.2
9656,4.4_11.5_1.3_2.2_10.0,-13685.210557692306,4.4,1.3,11.5,2.2
9657,3.8_13.5_1.4_2.2_10.0,-13706.759403846152,3.8,1.4,13.5,2.2
9658,3.8_10.0_1.0_2.9_10.0,-13684.314980769232,3.8,1.0,10.0,2.9
9659,4.0_11.0_0.6_2.5_10.0,-13688.545942307692,4.0,0.6,11.0,2.5
9660,3.8_16.0_1.4_2.2_10.0,-13747.990230769232,3.8,1.4,16.0,2.2
9661,3.8_15.5_1.0_2.9_10.0,-13713.268307692311,3.8,1.0,15.5,2.9
9662,4.4_12.0_1.1_1.4_10.0,-13677.555538461536,4.4,1.1,12.0,1.4
9663,3.2_15.0_0.9_2.2_10.0,-13724.22248076923,3.2,0.9,15.0,2.2
9664,4.4_14.0_1.3_2.2_10.0,-13686.887980769234,4.4,1.3,14.0,2.2
9665,4.6_12.0_0.9_1.4_10.0,-13697.096942307693,4.6,0.9,12.0,1.4
9666,3.0_15.0_1.1_2.2_10.0,-13746.564442307692,3.0,1.1,15.0,2.2
9667,3.0_13.0_1.3_1.4_10.0,-13712.200903846155,3.0,1.3,13.0,1.4
9668,3.4_16.0_0.9_1.4_10.0,-13741.730365384614,3.4,0.9,16.0,1.4
9669,4.2_11.0_1.1_2.2_10.0,-13683.106326923076,4.2,1.1,11.0,2.2
9670,3.6_10.0_1.3_2.2_10.0,-13677.06521153846,3.6,1.3,10.0,2.2
9671,3.6_16.0_1.1_1.4_10.0,-13728.591038461538,3.6,1.1,16.0,1.4
9672,4.0_11.0_0.9_2.2_10.0,-13674.033365384617,4.0,0.9,11.0,2.2
9673,4.8_11.5_0.8_2.9_10.0,-13736.172826923079,4.8,0.8,11.5,2.9
9674,4.8_10.5_0.7_1.6_10.0,-13777.533615384618,4.8,0.7,10.5,1.6
9675,4.8_16.5_0.5_2.0_10.0,-13696.71755769231,4.8,0.5,16.5,2.0
9676,4.6_9.0_1.4_2.2_10.0,-13792.455307692306,4.6,1.4,9.0,2.2
9677,3.8_12.5_1.2_2.7_10.0,-13687.657134615383,3.8,1.2,12.5,2.7
9678,3.2_15.0_0.6_2.5_10.0,-13736.753903846151,3.2,0.6,15.0,2.5
9679,4.8_15.0_0.7_1.6_10.0,-13676.722749999999,4.8,0.7,15.0,1.6
9680,4.8_14.0_0.8_2.9_10.0,-13671.292423076924,4.8,0.8,14.0,2.9
9681,4.8_13.0_0.5_2.0_10.0,-13704.64842307692,4.8,0.5,13.0,2.0
9682,3.6_15.5_1.3_2.2_10.0,-13736.330269230766,3.6,1.3,15.5,2.2
9683,4.0_14.5_0.9_2.2_10.0,-13677.991076923076,4.0,0.9,14.5,2.2
9684,3.6_13.5_1.1_1.4_10.0,-13685.299519230768,3.6,1.1,13.5,1.4
9685,4.2_12.5_1.3_1.4_10.0,-13676.980153846154,4.2,1.3,12.5,1.4
9686,4.2_14.5_1.1_2.2_10.0,-13681.32228846154,4.2,1.1,14.5,2.2
9687,3.4_13.5_0.9_1.4_10.0,-13686.915846153845,3.4,0.9,13.5,1.4
9688,3.2_10.5_0.6_2.5_10.0,-13676.66146153846,3.2,0.6,10.5,2.5
9689,3.8_17.0_1.2_2.7_10.0,-13763.312615384613,3.8,1.2,17.0,2.7
9690,4.4_14.5_1.2_2.1_10.0,-13684.819326923076,4.4,1.2,14.5,2.1
9691,3.2_12.5_0.5_2.8_10.0,-13693.49171153846,3.2,0.5,12.5,2.8
9692,3.2_15.5_0.8_2.1_10.0,-13739.945288461538,3.2,0.8,15.5,2.1
9693,4.6_13.5_0.7_2.8_10.0,-13674.065423076925,4.6,0.7,13.5,2.8
9694,3.0_15.5_1.0_2.1_10.0,-13753.34801923077,3.0,1.0,15.5,2.1
9695,3.4_9.5_1.4_2.0_10.0,-13680.314846153846,3.4,1.4,9.5,2.0
9696,3.6_14.0_1.4_2.4_10.0,-13726.140615384616,3.6,1.4,14.0,2.4
9697,4.0_11.5_0.7_2.6_10.0,-13679.013192307695,4.0,0.7,11.5,2.6
9698,3.4_10.5_0.5_2.6_10.0,-13685.158096153844,3.4,0.5,10.5,2.6
9699,3.0_10.0_1.0_2.1_10.0,-13667.80846153846,3.0,1.0,10.0,2.1
9700,4.6_16.0_0.7_2.8_10.0,-13682.621942307693,4.6,0.7,16.0,2.8
9701,3.2_17.0_0.5_2.8_10.0,-13810.677384615383,3.2,0.5,17.0,2.8
9702,4.4_11.0_1.2_2.1_10.0,-13698.103884615382,4.4,1.2,11.0,2.1
9703,3.2_10.0_0.8_2.1_10.0,-13670.368211538462,3.2,0.8,10.0,2.1
9704,3.4_15.0_0.5_2.6_10.0,-13730.16725,3.4,0.5,15.0,2.6
9705,3.6_11.5_1.4_2.4_10.0,-13692.964096153844,3.6,1.4,11.5,2.4
9706,4.0_14.0_0.7_2.6_10.0,-13678.277942307694,4.0,0.7,14.0,2.6
9707,3.8_17.5_1.3_2.4_10.0,-13778.512346153846,3.8,1.3,17.5,2.4
9708,3.2_10.0_0.7_2.6_10.0,-13673.16875,3.2,0.7,10.0,2.6
9709,4.4_15.5_1.4_2.4_10.0,-13716.688807692308,4.4,1.4,15.5,2.4
9710,4.6_11.0_0.5_2.6_10.0,-13755.402365384614,4.6,0.5,11.0,2.6
